distance_from_food_x,distance_from_food_y,action 
0.116,-0.154,DOWN
0.116,-0.144,DOWN
0.116,-0.134,DOWN
0.116,-0.124,DOWN
0.116,-0.114,DOWN
0.116,-0.104,DOWN
0.116,-0.094,DOWN
0.116,-0.084,DOWN
0.116,-0.074,DOWN
0.116,-0.064,DOWN
0.116,-0.054,DOWN
0.116,-0.044,DOWN
0.116,-0.034,DOWN
0.116,-0.024,DOWN
0.116,-0.014,DOWN
0.106,-0.014,LEFT
0.096,-0.014,LEFT
0.086,-0.014,LEFT
0.076,-0.014,LEFT
0.066,-0.014,LEFT
0.056,-0.014,LEFT
0.046,-0.014,LEFT
0.036,-0.014,LEFT
0.026,-0.014,LEFT
-0.412,0.78,LEFT
-0.412,0.77,UP
-0.412,0.76,UP
-0.412,0.75,UP
-0.412,0.74,UP
-0.412,0.73,UP
-0.412,0.72,UP
-0.412,0.71,UP
-0.412,0.7,UP
-0.412,0.69,UP
-0.412,0.68,UP
-0.412,0.67,UP
-0.412,0.66,UP
-0.412,0.65,UP
-0.412,0.64,UP
-0.412,0.63,UP
-0.412,0.62,UP
-0.412,0.61,UP
-0.412,0.6,UP
-0.412,0.59,UP
-0.412,0.58,UP
-0.412,0.57,UP
-0.412,0.56,UP
-0.412,0.55,UP
-0.412,0.54,UP
-0.412,0.53,UP
-0.412,0.52,UP
-0.412,0.51,UP
-0.412,0.5,UP
-0.412,0.49,UP
-0.412,0.48,UP
-0.412,0.47,UP
-0.412,0.46,UP
-0.412,0.45,UP
-0.412,0.44,UP
-0.412,0.43,UP
-0.412,0.42,UP
-0.412,0.41,UP
-0.412,0.4,UP
-0.412,0.39,UP
-0.412,0.38,UP
-0.412,0.37,UP
-0.412,0.36,UP
-0.412,0.35,UP
-0.412,0.34,UP
-0.412,0.33,UP
-0.412,0.32,UP
-0.412,0.31,UP
-0.412,0.3,UP
-0.412,0.29,UP
-0.412,0.28,UP
-0.412,0.27,UP
-0.412,0.26,UP
-0.412,0.25,UP
-0.412,0.24,UP
-0.412,0.23,UP
-0.412,0.22,UP
-0.412,0.21,UP
-0.412,0.2,UP
-0.412,0.19,UP
-0.412,0.18,UP
-0.412,0.17,UP
-0.412,0.16,UP
-0.412,0.15,UP
-0.412,0.14,UP
-0.412,0.13,UP
-0.412,0.12,UP
-0.412,0.11,UP
-0.412,0.1,UP
-0.412,0.09,UP
-0.412,0.08,UP
-0.412,0.07,UP
-0.412,0.06,UP
-0.412,0.05,UP
-0.402,0.05,RIGHT
-0.392,0.05,RIGHT
-0.382,0.05,RIGHT
-0.372,0.05,RIGHT
-0.362,0.05,RIGHT
-0.352,0.05,RIGHT
-0.342,0.05,RIGHT
-0.332,0.05,RIGHT
-0.322,0.05,RIGHT
-0.312,0.05,RIGHT
-0.302,0.05,RIGHT
-0.292,0.05,RIGHT
-0.282,0.05,RIGHT
-0.272,0.05,RIGHT
-0.262,0.05,RIGHT
-0.252,0.05,RIGHT
-0.242,0.05,RIGHT
-0.232,0.05,RIGHT
-0.222,0.05,RIGHT
-0.212,0.05,RIGHT
-0.202,0.05,RIGHT
-0.192,0.05,RIGHT
-0.182,0.05,RIGHT
-0.172,0.05,RIGHT
-0.162,0.05,RIGHT
-0.152,0.05,RIGHT
-0.142,0.05,RIGHT
-0.132,0.05,RIGHT
-0.132,0.04,UP
-0.122,0.04,RIGHT
-0.112,0.04,RIGHT
-0.102,0.04,RIGHT
-0.092,0.04,RIGHT
-0.082,0.04,RIGHT
-0.072,0.04,RIGHT
-0.062,0.04,RIGHT
-0.052,0.04,RIGHT
-0.042,0.04,RIGHT
-0.032,0.04,RIGHT
-0.022,0.04,RIGHT
-0.022,0.03,UP
-0.012,0.03,RIGHT
-0.012,0.02,UP
0.698,-0.726,RIGHT
0.688,-0.726,LEFT
0.678,-0.726,LEFT
0.668,-0.726,LEFT
0.658,-0.726,LEFT
0.648,-0.726,LEFT
0.638,-0.726,LEFT
0.628,-0.726,LEFT
0.618,-0.726,LEFT
0.608,-0.726,LEFT
0.598,-0.726,LEFT
0.588,-0.726,LEFT
0.578,-0.726,LEFT
0.568,-0.726,LEFT
0.558,-0.726,LEFT
0.548,-0.726,LEFT
0.538,-0.726,LEFT
0.528,-0.726,LEFT
0.518,-0.726,LEFT
0.508,-0.726,LEFT
0.498,-0.726,LEFT
0.488,-0.726,LEFT
0.478,-0.726,LEFT
0.468,-0.726,LEFT
0.458,-0.726,LEFT
0.448,-0.726,LEFT
0.438,-0.726,LEFT
0.428,-0.726,LEFT
0.418,-0.726,LEFT
0.408,-0.726,LEFT
0.398,-0.726,LEFT
0.388,-0.726,LEFT
0.378,-0.726,LEFT
0.368,-0.726,LEFT
0.358,-0.726,LEFT
0.348,-0.726,LEFT
0.338,-0.726,LEFT
0.328,-0.726,LEFT
0.318,-0.726,LEFT
0.308,-0.726,LEFT
0.298,-0.726,LEFT
0.288,-0.726,LEFT
0.278,-0.726,LEFT
0.268,-0.726,LEFT
0.258,-0.726,LEFT
0.248,-0.726,LEFT
0.238,-0.726,LEFT
0.228,-0.726,LEFT
0.218,-0.726,LEFT
0.208,-0.726,LEFT
0.198,-0.726,LEFT
0.188,-0.726,LEFT
0.178,-0.726,LEFT
0.168,-0.726,LEFT
0.158,-0.726,LEFT
0.148,-0.726,LEFT
0.138,-0.726,LEFT
0.128,-0.726,LEFT
0.128,-0.716,DOWN
0.128,-0.706,DOWN
0.128,-0.696,DOWN
0.128,-0.686,DOWN
0.128,-0.676,DOWN
0.128,-0.666,DOWN
0.128,-0.656,DOWN
0.118,-0.656,LEFT
0.118,-0.646,DOWN
0.118,-0.636,DOWN
0.118,-0.626,DOWN
0.118,-0.616,DOWN
0.118,-0.606,DOWN
0.118,-0.596,DOWN
0.118,-0.586,DOWN
0.118,-0.576,DOWN
0.118,-0.566,DOWN
0.118,-0.556,DOWN
0.118,-0.546,DOWN
0.118,-0.536,DOWN
0.118,-0.526,DOWN
0.118,-0.516,DOWN
0.118,-0.506,DOWN
0.118,-0.496,DOWN
0.118,-0.486,DOWN
0.118,-0.476,DOWN
0.118,-0.466,DOWN
0.118,-0.456,DOWN
0.118,-0.446,DOWN
0.118,-0.436,DOWN
0.118,-0.426,DOWN
0.118,-0.416,DOWN
0.118,-0.406,DOWN
0.118,-0.396,DOWN
0.118,-0.386,DOWN
0.118,-0.376,DOWN
0.118,-0.366,DOWN
0.118,-0.356,DOWN
0.118,-0.346,DOWN
0.118,-0.336,DOWN
0.118,-0.326,DOWN
0.118,-0.316,DOWN
0.118,-0.306,DOWN
0.118,-0.296,DOWN
0.118,-0.286,DOWN
0.118,-0.276,DOWN
0.118,-0.266,DOWN
0.118,-0.256,DOWN
0.118,-0.246,DOWN
0.118,-0.236,DOWN
0.118,-0.226,DOWN
0.118,-0.216,DOWN
0.118,-0.206,DOWN
0.118,-0.196,DOWN
0.118,-0.186,DOWN
0.118,-0.176,DOWN
0.118,-0.166,DOWN
0.118,-0.156,DOWN
0.118,-0.146,DOWN
0.118,-0.136,DOWN
0.118,-0.126,DOWN
0.118,-0.116,DOWN
0.118,-0.106,DOWN
0.118,-0.096,DOWN
0.118,-0.086,DOWN
0.118,-0.076,DOWN
0.118,-0.066,DOWN
0.118,-0.056,DOWN
0.118,-0.046,DOWN
0.118,-0.036,DOWN
0.118,-0.026,DOWN
0.118,-0.016,DOWN
0.108,-0.016,LEFT
0.098,-0.016,LEFT
0.088,-0.016,LEFT
0.078,-0.016,LEFT
0.068,-0.016,LEFT
0.058,-0.016,LEFT
0.048,-0.016,LEFT
0.038,-0.016,LEFT
0.028,-0.016,LEFT
-0.55,0.396,LEFT
-0.55,0.386,UP
-0.55,0.376,UP
-0.55,0.366,UP
-0.55,0.356,UP
-0.55,0.346,UP
-0.55,0.336,UP
-0.55,0.326,UP
-0.55,0.316,UP
-0.55,0.306,UP
-0.55,0.296,UP
-0.55,0.286,UP
-0.55,0.276,UP
-0.55,0.266,UP
-0.55,0.256,UP
-0.55,0.246,UP
-0.55,0.236,UP
-0.55,0.226,UP
-0.55,0.216,UP
-0.55,0.206,UP
-0.55,0.196,UP
-0.55,0.186,UP
-0.55,0.176,UP
-0.55,0.166,UP
-0.55,0.156,UP
-0.55,0.146,UP
-0.55,0.136,UP
-0.55,0.126,UP
-0.55,0.116,UP
-0.55,0.106,UP
-0.55,0.096,UP
-0.55,0.086,UP
-0.55,0.076,UP
-0.55,0.066,UP
-0.55,0.056,UP
-0.55,0.046,UP
-0.54,0.046,RIGHT
-0.53,0.046,RIGHT
-0.52,0.046,RIGHT
-0.51,0.046,RIGHT
-0.5,0.046,RIGHT
-0.49,0.046,RIGHT
-0.48,0.046,RIGHT
-0.47,0.046,RIGHT
-0.46,0.046,RIGHT
-0.45,0.046,RIGHT
-0.44,0.046,RIGHT
-0.43,0.046,RIGHT
-0.42,0.046,RIGHT
-0.41,0.046,RIGHT
-0.4,0.046,RIGHT
-0.39,0.046,RIGHT
-0.38,0.046,RIGHT
-0.37,0.046,RIGHT
-0.36,0.046,RIGHT
-0.35,0.046,RIGHT
-0.34,0.046,RIGHT
-0.33,0.046,RIGHT
-0.32,0.046,RIGHT
-0.31,0.046,RIGHT
-0.3,0.046,RIGHT
-0.29,0.046,RIGHT
-0.28,0.046,RIGHT
-0.27,0.046,RIGHT
-0.26,0.046,RIGHT
-0.25,0.046,RIGHT
-0.24,0.046,RIGHT
-0.23,0.046,RIGHT
-0.22,0.046,RIGHT
-0.21,0.046,RIGHT
-0.2,0.046,RIGHT
-0.19,0.046,RIGHT
-0.18,0.046,RIGHT
-0.17,0.046,RIGHT
-0.16,0.046,RIGHT
-0.15,0.046,RIGHT
-0.14,0.046,RIGHT
-0.13,0.046,RIGHT
-0.12,0.046,RIGHT
-0.11,0.046,RIGHT
-0.1,0.046,RIGHT
-0.09,0.046,RIGHT
-0.08,0.046,RIGHT
-0.07,0.046,RIGHT
-0.06,0.046,RIGHT
-0.05,0.046,RIGHT
-0.04,0.046,RIGHT
-0.04,0.036,UP
-0.03,0.036,RIGHT
-0.02,0.036,RIGHT
-0.02,0.026,UP
0.122,-0.056,RIGHT
0.122,-0.046,DOWN
0.122,-0.036,DOWN
0.122,-0.026,DOWN
0.122,-0.016,DOWN
0.112,-0.016,LEFT
0.102,-0.016,LEFT
0.092,-0.016,LEFT
0.082,-0.016,LEFT
0.072,-0.016,LEFT
0.062,-0.016,LEFT
0.052,-0.016,LEFT
0.042,-0.016,LEFT
0.032,-0.016,LEFT
0.022,-0.016,LEFT
0.318,0.544,LEFT
0.318,0.534,UP
0.318,0.524,UP
0.318,0.514,UP
0.318,0.504,UP
0.318,0.494,UP
0.318,0.484,UP
0.318,0.474,UP
0.318,0.464,UP
0.318,0.454,UP
0.318,0.444,UP
0.318,0.434,UP
0.318,0.424,UP
0.318,0.414,UP
0.318,0.404,UP
0.318,0.394,UP
0.318,0.384,UP
0.318,0.374,UP
0.318,0.364,UP
0.318,0.354,UP
0.318,0.344,UP
0.318,0.334,UP
0.318,0.324,UP
0.318,0.314,UP
0.318,0.304,UP
0.318,0.294,UP
0.318,0.284,UP
0.318,0.274,UP
0.318,0.264,UP
0.318,0.254,UP
0.318,0.244,UP
0.318,0.234,UP
0.318,0.224,UP
0.318,0.214,UP
0.318,0.204,UP
0.318,0.194,UP
0.318,0.184,UP
0.318,0.174,UP
0.318,0.164,UP
0.318,0.154,UP
0.318,0.144,UP
0.318,0.134,UP
0.318,0.124,UP
0.318,0.114,UP
0.318,0.104,UP
0.318,0.094,UP
0.318,0.084,UP
0.318,0.074,UP
0.318,0.064,UP
0.318,0.054,UP
0.318,0.044,UP
0.318,0.034,UP
0.318,0.024,UP
0.308,0.024,LEFT
0.298,0.024,LEFT
0.288,0.024,LEFT
0.278,0.024,LEFT
0.268,0.024,LEFT
0.258,0.024,LEFT
0.248,0.024,LEFT
0.238,0.024,LEFT
0.228,0.024,LEFT
0.218,0.024,LEFT
0.208,0.024,LEFT
0.198,0.024,LEFT
0.188,0.024,LEFT
0.178,0.024,LEFT
0.168,0.024,LEFT
0.158,0.024,LEFT
0.148,0.024,LEFT
0.138,0.024,LEFT
0.128,0.024,LEFT
0.118,0.024,LEFT
0.108,0.024,LEFT
0.098,0.024,LEFT
0.088,0.024,LEFT
0.078,0.024,LEFT
0.068,0.024,LEFT
0.058,0.024,LEFT
0.048,0.024,LEFT
0.038,0.024,LEFT
0.028,0.024,LEFT
-0.362,-0.1,LEFT
-0.362,-0.09,DOWN
-0.362,-0.08,DOWN
-0.362,-0.07,DOWN
-0.362,-0.06,DOWN
-0.362,-0.05,DOWN
-0.362,-0.04,DOWN
-0.362,-0.03,DOWN
-0.362,-0.02,DOWN
-0.362,-0.01,DOWN
-0.352,-0.01,RIGHT
-0.342,-0.01,RIGHT
-0.332,-0.01,RIGHT
-0.322,-0.01,RIGHT
-0.312,-0.01,RIGHT
-0.302,-0.01,RIGHT
-0.292,-0.01,RIGHT
-0.282,-0.01,RIGHT
-0.272,-0.01,RIGHT
-0.262,-0.01,RIGHT
-0.252,-0.01,RIGHT
-0.242,-0.01,RIGHT
-0.232,-0.01,RIGHT
-0.222,-0.01,RIGHT
-0.212,-0.01,RIGHT
-0.202,-0.01,RIGHT
-0.192,-0.01,RIGHT
-0.182,-0.01,RIGHT
-0.172,-0.01,RIGHT
-0.162,-0.01,RIGHT
-0.152,-0.01,RIGHT
-0.142,-0.01,RIGHT
-0.132,-0.01,RIGHT
-0.122,-0.01,RIGHT
-0.112,-0.01,RIGHT
-0.102,-0.01,RIGHT
-0.092,-0.01,RIGHT
-0.082,-0.01,RIGHT
-0.072,-0.01,RIGHT
-0.062,-0.01,RIGHT
-0.052,-0.01,RIGHT
-0.042,-0.01,RIGHT
-0.032,-0.01,RIGHT
-0.022,-0.01,RIGHT
-0.238,-0.162,RIGHT
-0.238,-0.152,DOWN
-0.238,-0.142,DOWN
-0.238,-0.132,DOWN
-0.238,-0.122,DOWN
-0.238,-0.112,DOWN
-0.238,-0.102,DOWN
-0.238,-0.092,DOWN
-0.238,-0.082,DOWN
-0.238,-0.072,DOWN
-0.238,-0.062,DOWN
-0.238,-0.052,DOWN
-0.238,-0.042,DOWN
-0.238,-0.032,DOWN
-0.238,-0.022,DOWN
-0.238,-0.012,DOWN
-0.228,-0.012,RIGHT
-0.218,-0.012,RIGHT
-0.208,-0.012,RIGHT
-0.198,-0.012,RIGHT
-0.188,-0.012,RIGHT
-0.178,-0.012,RIGHT
-0.168,-0.012,RIGHT
-0.158,-0.012,RIGHT
-0.148,-0.012,RIGHT
-0.138,-0.012,RIGHT
-0.128,-0.012,RIGHT
-0.118,-0.012,RIGHT
-0.108,-0.012,RIGHT
-0.098,-0.012,RIGHT
-0.088,-0.012,RIGHT
-0.078,-0.012,RIGHT
-0.068,-0.012,RIGHT
-0.058,-0.012,RIGHT
-0.048,-0.012,RIGHT
-0.038,-0.012,RIGHT
-0.028,-0.012,RIGHT
0.16,-0.204,RIGHT
0.16,-0.194,DOWN
0.16,-0.184,DOWN
0.16,-0.174,DOWN
0.16,-0.164,DOWN
0.16,-0.154,DOWN
0.16,-0.144,DOWN
0.16,-0.134,DOWN
0.16,-0.124,DOWN
0.16,-0.114,DOWN
0.16,-0.104,DOWN
0.16,-0.094,DOWN
0.16,-0.084,DOWN
0.16,-0.074,DOWN
0.16,-0.064,DOWN
0.16,-0.054,DOWN
0.16,-0.044,DOWN
0.16,-0.034,DOWN
0.16,-0.024,DOWN
0.16,-0.014,DOWN
0.15,-0.014,LEFT
0.14,-0.014,LEFT
0.13,-0.014,LEFT
0.12,-0.014,LEFT
0.11,-0.014,LEFT
0.1,-0.014,LEFT
0.09,-0.014,LEFT
0.08,-0.014,LEFT
0.07,-0.014,LEFT
0.06,-0.014,LEFT
0.05,-0.014,LEFT
0.04,-0.014,LEFT
0.03,-0.014,LEFT
0.02,-0.014,LEFT
0.0,-0.148,LEFT
0.0,-0.138,DOWN
0.0,-0.128,DOWN
0.0,-0.118,DOWN
0.0,-0.108,DOWN
0.0,-0.098,DOWN
0.0,-0.088,DOWN
0.0,-0.078,DOWN
0.0,-0.068,DOWN
0.0,-0.058,DOWN
0.0,-0.048,DOWN
0.0,-0.038,DOWN
0.0,-0.028,DOWN
-0.112,-0.142,DOWN
-0.112,-0.132,DOWN
-0.112,-0.122,DOWN
-0.112,-0.112,DOWN
-0.112,-0.102,DOWN
-0.112,-0.092,DOWN
-0.112,-0.082,DOWN
-0.112,-0.072,DOWN
-0.112,-0.062,DOWN
-0.112,-0.052,DOWN
-0.112,-0.042,DOWN
-0.112,-0.032,DOWN
-0.112,-0.022,DOWN
-0.102,-0.022,RIGHT
-0.092,-0.022,RIGHT
-0.082,-0.022,RIGHT
-0.072,-0.022,RIGHT
-0.062,-0.022,RIGHT
-0.052,-0.022,RIGHT
-0.042,-0.022,RIGHT
-0.042,-0.012,DOWN
-0.032,-0.012,RIGHT
-0.022,-0.012,RIGHT
0.304,0.342,RIGHT
0.304,0.332,UP
0.304,0.322,UP
0.304,0.312,UP
0.304,0.302,UP
0.304,0.292,UP
0.304,0.282,UP
0.304,0.272,UP
0.304,0.262,UP
0.304,0.252,UP
0.304,0.242,UP
0.304,0.232,UP
0.304,0.222,UP
0.304,0.212,UP
0.304,0.202,UP
0.304,0.192,UP
0.304,0.182,UP
0.304,0.172,UP
0.304,0.162,UP
0.304,0.152,UP
0.304,0.142,UP
0.304,0.132,UP
0.304,0.122,UP
0.304,0.112,UP
0.304,0.102,UP
0.304,0.092,UP
0.304,0.082,UP
0.304,0.072,UP
0.304,0.062,UP
0.304,0.052,UP
0.304,0.042,UP
0.304,0.032,UP
0.304,0.022,UP
0.294,0.022,LEFT
0.284,0.022,LEFT
0.274,0.022,LEFT
0.264,0.022,LEFT
0.254,0.022,LEFT
0.244,0.022,LEFT
0.234,0.022,LEFT
0.224,0.022,LEFT
0.214,0.022,LEFT
0.204,0.022,LEFT
0.194,0.022,LEFT
0.184,0.022,LEFT
0.174,0.022,LEFT
0.164,0.022,LEFT
0.154,0.022,LEFT
0.144,0.022,LEFT
0.134,0.022,LEFT
0.124,0.022,LEFT
0.114,0.022,LEFT
0.104,0.022,LEFT
0.094,0.022,LEFT
0.084,0.022,LEFT
0.074,0.022,LEFT
0.064,0.022,LEFT
0.054,0.022,LEFT
0.044,0.022,LEFT
0.034,0.022,LEFT
0.024,0.022,LEFT
0.408,-0.532,LEFT
0.398,-0.532,LEFT
0.388,-0.532,LEFT
0.378,-0.532,LEFT
0.368,-0.532,LEFT
0.358,-0.532,LEFT
0.348,-0.532,LEFT
0.338,-0.532,LEFT
0.328,-0.532,LEFT
0.318,-0.532,LEFT
0.308,-0.532,LEFT
0.298,-0.532,LEFT
0.288,-0.532,LEFT
0.278,-0.532,LEFT
0.268,-0.532,LEFT
0.258,-0.532,LEFT
0.248,-0.532,LEFT
0.238,-0.532,LEFT
0.228,-0.532,LEFT
0.218,-0.532,LEFT
0.208,-0.532,LEFT
0.198,-0.532,LEFT
0.188,-0.532,LEFT
0.178,-0.532,LEFT
0.168,-0.532,LEFT
0.158,-0.532,LEFT
0.148,-0.532,LEFT
0.138,-0.532,LEFT
0.128,-0.532,LEFT
0.118,-0.532,LEFT
0.118,-0.522,DOWN
0.118,-0.512,DOWN
0.118,-0.502,DOWN
0.118,-0.492,DOWN
0.118,-0.482,DOWN
0.118,-0.472,DOWN
0.118,-0.462,DOWN
0.118,-0.452,DOWN
0.118,-0.442,DOWN
0.118,-0.432,DOWN
0.118,-0.422,DOWN
0.118,-0.412,DOWN
0.118,-0.402,DOWN
0.118,-0.392,DOWN
0.118,-0.382,DOWN
0.118,-0.372,DOWN
0.118,-0.362,DOWN
0.118,-0.352,DOWN
0.118,-0.342,DOWN
0.118,-0.332,DOWN
0.118,-0.322,DOWN
0.118,-0.312,DOWN
0.118,-0.302,DOWN
0.118,-0.292,DOWN
0.118,-0.282,DOWN
0.118,-0.272,DOWN
0.118,-0.262,DOWN
0.118,-0.252,DOWN
0.118,-0.242,DOWN
0.118,-0.232,DOWN
0.118,-0.222,DOWN
0.118,-0.212,DOWN
0.118,-0.202,DOWN
0.118,-0.192,DOWN
0.118,-0.182,DOWN
0.118,-0.172,DOWN
0.118,-0.162,DOWN
0.118,-0.152,DOWN
0.118,-0.142,DOWN
0.118,-0.132,DOWN
0.118,-0.122,DOWN
0.118,-0.112,DOWN
0.118,-0.102,DOWN
0.118,-0.092,DOWN
0.118,-0.082,DOWN
0.118,-0.072,DOWN
0.118,-0.062,DOWN
0.118,-0.052,DOWN
0.118,-0.042,DOWN
0.118,-0.032,DOWN
0.118,-0.022,DOWN
0.118,-0.012,DOWN
0.108,-0.012,LEFT
0.098,-0.012,LEFT
0.088,-0.012,LEFT
0.078,-0.012,LEFT
0.068,-0.012,LEFT
0.058,-0.012,LEFT
0.048,-0.012,LEFT
0.038,-0.012,LEFT
0.028,-0.012,LEFT
-0.146,0.064,LEFT
-0.146,0.054,UP
-0.146,0.044,UP
-0.136,0.044,RIGHT
-0.126,0.044,RIGHT
-0.116,0.044,RIGHT
-0.106,0.044,RIGHT
-0.096,0.044,RIGHT
-0.086,0.044,RIGHT
-0.076,0.044,RIGHT
-0.066,0.044,RIGHT
-0.056,0.044,RIGHT
-0.046,0.044,RIGHT
-0.036,0.044,RIGHT
-0.036,0.034,UP
-0.026,0.034,RIGHT
-0.016,0.034,RIGHT
-0.016,0.024,UP
-0.41,0.352,RIGHT
-0.41,0.342,UP
-0.41,0.332,UP
-0.41,0.322,UP
-0.41,0.312,UP
-0.41,0.302,UP
-0.41,0.292,UP
-0.41,0.282,UP
-0.41,0.272,UP
-0.41,0.262,UP
-0.41,0.252,UP
-0.41,0.242,UP
-0.41,0.232,UP
-0.41,0.222,UP
-0.41,0.212,UP
-0.41,0.202,UP
-0.41,0.192,UP
-0.41,0.182,UP
-0.41,0.172,UP
-0.41,0.162,UP
-0.41,0.152,UP
-0.41,0.142,UP
-0.41,0.132,UP
-0.41,0.122,UP
-0.41,0.112,UP
-0.41,0.102,UP
-0.41,0.092,UP
-0.41,0.082,UP
-0.41,0.072,UP
-0.41,0.062,UP
-0.41,0.052,UP
-0.4,0.052,RIGHT
-0.39,0.052,RIGHT
-0.38,0.052,RIGHT
-0.37,0.052,RIGHT
-0.36,0.052,RIGHT
-0.35,0.052,RIGHT
-0.34,0.052,RIGHT
-0.33,0.052,RIGHT
-0.32,0.052,RIGHT
-0.31,0.052,RIGHT
-0.3,0.052,RIGHT
-0.29,0.052,RIGHT
-0.28,0.052,RIGHT
-0.27,0.052,RIGHT
-0.26,0.052,RIGHT
-0.25,0.052,RIGHT
-0.24,0.052,RIGHT
-0.23,0.052,RIGHT
-0.22,0.052,RIGHT
-0.21,0.052,RIGHT
-0.21,0.042,UP
-0.2,0.042,RIGHT
-0.19,0.042,RIGHT
-0.18,0.042,RIGHT
-0.17,0.042,RIGHT
-0.16,0.042,RIGHT
-0.15,0.042,RIGHT
-0.14,0.042,RIGHT
-0.13,0.042,RIGHT
-0.12,0.042,RIGHT
-0.11,0.042,RIGHT
-0.1,0.042,RIGHT
-0.09,0.042,RIGHT
-0.08,0.042,RIGHT
-0.07,0.042,RIGHT
-0.06,0.042,RIGHT
-0.05,0.042,RIGHT
-0.04,0.042,RIGHT
-0.03,0.042,RIGHT
-0.03,0.032,UP
-0.02,0.032,RIGHT
-0.01,0.032,RIGHT
-0.01,0.022,UP
-0.072,0.472,RIGHT
-0.072,0.462,UP
-0.072,0.452,UP
-0.072,0.442,UP
-0.072,0.432,UP
-0.072,0.422,UP
-0.072,0.412,UP
-0.072,0.402,UP
-0.072,0.392,UP
-0.072,0.382,UP
-0.072,0.372,UP
-0.072,0.362,UP
-0.072,0.352,UP
-0.072,0.342,UP
-0.072,0.332,UP
-0.072,0.322,UP
-0.072,0.312,UP
-0.072,0.302,UP
-0.072,0.292,UP
-0.072,0.282,UP
-0.072,0.272,UP
-0.072,0.262,UP
-0.072,0.252,UP
-0.072,0.242,UP
-0.072,0.232,UP
-0.072,0.222,UP
-0.072,0.212,UP
-0.072,0.202,UP
-0.072,0.192,UP
-0.072,0.182,UP
-0.072,0.172,UP
-0.072,0.162,UP
-0.072,0.152,UP
-0.072,0.142,UP
-0.072,0.132,UP
-0.072,0.122,UP
-0.072,0.112,UP
-0.072,0.102,UP
-0.072,0.092,UP
-0.072,0.082,UP
-0.072,0.072,UP
-0.072,0.062,UP
-0.072,0.052,UP
-0.072,0.042,UP
-0.062,0.042,RIGHT
-0.052,0.042,RIGHT
-0.042,0.042,RIGHT
-0.032,0.042,RIGHT
-0.032,0.032,UP
-0.022,0.032,RIGHT
-0.012,0.032,RIGHT
-0.012,0.022,UP
0.652,-0.794,RIGHT
0.642,-0.794,LEFT
0.632,-0.794,LEFT
0.622,-0.794,LEFT
0.612,-0.794,LEFT
0.602,-0.794,LEFT
0.592,-0.794,LEFT
0.582,-0.794,LEFT
0.572,-0.794,LEFT
0.562,-0.794,LEFT
0.552,-0.794,LEFT
0.542,-0.794,LEFT
0.532,-0.794,LEFT
0.522,-0.794,LEFT
0.512,-0.794,LEFT
0.502,-0.794,LEFT
0.492,-0.794,LEFT
0.482,-0.794,LEFT
0.472,-0.794,LEFT
0.462,-0.794,LEFT
0.452,-0.794,LEFT
0.442,-0.794,LEFT
0.432,-0.794,LEFT
0.422,-0.794,LEFT
0.412,-0.794,LEFT
0.402,-0.794,LEFT
0.392,-0.794,LEFT
0.382,-0.794,LEFT
0.372,-0.794,LEFT
0.362,-0.794,LEFT
0.352,-0.794,LEFT
0.342,-0.794,LEFT
0.332,-0.794,LEFT
0.322,-0.794,LEFT
0.312,-0.794,LEFT
0.302,-0.794,LEFT
0.292,-0.794,LEFT
0.282,-0.794,LEFT
0.272,-0.794,LEFT
0.262,-0.794,LEFT
0.252,-0.794,LEFT
0.242,-0.794,LEFT
0.232,-0.794,LEFT
0.222,-0.794,LEFT
0.212,-0.794,LEFT
0.202,-0.794,LEFT
0.192,-0.794,LEFT
0.182,-0.794,LEFT
0.172,-0.794,LEFT
0.162,-0.794,LEFT
0.152,-0.794,LEFT
0.142,-0.794,LEFT
0.142,-0.784,DOWN
0.142,-0.774,DOWN
0.142,-0.764,DOWN
0.142,-0.754,DOWN
0.142,-0.744,DOWN
0.132,-0.744,LEFT
0.132,-0.734,DOWN
0.132,-0.724,DOWN
0.132,-0.714,DOWN
0.132,-0.704,DOWN
0.132,-0.694,DOWN
0.132,-0.684,DOWN
0.122,-0.684,LEFT
0.122,-0.674,DOWN
0.122,-0.664,DOWN
0.122,-0.654,DOWN
0.122,-0.644,DOWN
0.122,-0.634,DOWN
0.122,-0.624,DOWN
0.122,-0.614,DOWN
0.122,-0.604,DOWN
0.122,-0.594,DOWN
0.122,-0.584,DOWN
0.122,-0.574,DOWN
0.122,-0.564,DOWN
0.122,-0.554,DOWN
0.122,-0.544,DOWN
0.122,-0.534,DOWN
0.112,-0.534,LEFT
0.112,-0.524,DOWN
0.112,-0.514,DOWN
0.112,-0.504,DOWN
0.112,-0.494,DOWN
0.112,-0.484,DOWN
0.112,-0.474,DOWN
0.112,-0.464,DOWN
0.112,-0.454,DOWN
0.112,-0.444,DOWN
0.112,-0.434,DOWN
0.112,-0.424,DOWN
0.112,-0.414,DOWN
0.112,-0.404,DOWN
0.112,-0.394,DOWN
0.112,-0.384,DOWN
0.112,-0.374,DOWN
0.112,-0.364,DOWN
0.112,-0.354,DOWN
0.112,-0.344,DOWN
0.112,-0.334,DOWN
0.112,-0.324,DOWN
0.112,-0.314,DOWN
0.112,-0.304,DOWN
0.112,-0.294,DOWN
0.112,-0.284,DOWN
0.112,-0.274,DOWN
0.112,-0.264,DOWN
0.112,-0.254,DOWN
0.112,-0.244,DOWN
